tic_name            period       e_period     first_eclipse
tic00255588908     9.4225706     0.0000932     3444.521022
tic00255569654     5.9948000     0.0142000     3441.395000
tic00255567460     6.8982302     0.0000496     3365.734207
tic00255557870     1.1192387     0.0000061     3439.109639
tic00255548311     4.9638626     0.0000928     3440.052279
tic00238928209     7.3028268     0.0006192     3444.588126
tic00238928197     7.3018072     0.0000385     3444.590125
tic00238896417    16.2054000     0.0615000     3438.682000
tic00238227405    18.6083132     0.0000217     3361.894099
tic00238225343    11.7182208     0.0000401     3438.274865
tic00238202532    14.9022997     0.0000594     3357.397655
tic00238201988     0.9071951     0.0000011     3354.941206
tic00238197709    13.7251681     0.0003421     3374.967723
tic00238196979     9.4227598     0.0000317     3363.403381
tic00238196855    27.8309000     0.0225000     3364.449000
tic00238192097     2.4541793     0.0000104     3355.195872
tic00238188417     2.9364588     0.0000037     3355.494968
tic00238188289     7.3608764     0.0000462     3360.339434
tic00238185181     0.8170461     0.0000006     3354.628669
tic00238090350     5.4102016     0.0001623     3359.752853
tic00237957506     2.5586661     0.0000029     3354.709771
tic00237938005     1.5385829     0.0000072     3355.417785
tic00237932658     3.5840371     0.0000249     3356.673814
tic00237926199     1.2269358     0.0000150     3360.159075
tic00235071989     1.7340327     0.0000353     3438.291562
tic00232032228     2.1202780     0.0000048     3440.088913
tic00232025523     3.5632481     0.0015148     3439.211389
tic00231973885     2.8947932     0.0000090     3439.962041
tic00231934082     6.9912877     0.0000667     3441.116787
tic00231921891     1.6993128     0.0000119     3439.783635
tic00231915478     7.8191499     0.0003447     3441.187817
tic00231915477     7.8191234     0.0003338     3441.187817
tic00231824094     1.2986348     0.0000148     3440.568110
tic00231822771     1.0074235     0.0000330     3438.438035
tic00231809798     0.9056776     0.0000088     3442.838273
tic00231791552     2.0079860     0.0000091     3354.873958
tic00231791502     2.0075000     0.0065000     3439.208000
tic00231093356     3.4703325     0.0000038     3359.752264
tic00231093347     3.4702714     0.0001830     3441.304682
tic00231077461    10.5999080     0.0000166     3363.380513
tic00220481009    52.0040000     0.0902000     3356.776000
tic00220475245     3.7817030     0.0000375     3356.575823
tic00220474209     0.9801520     0.0000023     3356.767801
tic00220471118    11.9488120     0.0001004     3356.782317
tic00220459463     0.7943855     0.0000012     3386.675069
tic00220456367    12.7180470     0.0010485     3356.393460
tic00220437063    16.9798958     0.0003305     3355.776165
tic00220435884     7.2527764     0.0000057     3354.543364
tic00220435095     3.4232192     0.0000465     3357.421387
tic00220430912     2.0326667     0.0000060     3354.840825
tic00220426212     6.1336340     0.0000262     3359.441129
tic00220425369    16.1118000     0.0179000     3358.324000
tic00220422456     7.0479498     0.0000200     3357.443393
tic00220422451     7.2944407     0.0000119     3360.300848
tic00220420535     1.8360932     0.0000037     3355.296048
tic00220420534     1.8360945     0.0000032     3355.295745
tic00220419359     0.7482171     0.0000009     3354.845660
tic00220412512     4.5765116     0.0000138     3354.802228
tic00220410224    22.0842000     0.0274000     3388.345000
tic00220402294     0.7852400     0.0000009     3354.750520
tic00220402290     0.7852304     0.0000037     3354.751943
tic00220399390     1.8350617     0.0000033     3354.480474
tic00220397947     3.5520683     0.0000150     3355.957643
tic00219406758     4.1696422     0.0000442     3389.746681
tic00219397168     4.7680180     0.0003150     3440.033369
tic00219373407     0.8618985     0.0000007     3386.632660
tic00219373406     0.8618985     0.0000006     3386.632906
tic00219213075     2.7610084     0.0000043     3440.356021
tic00219212537     2.5582675     0.0000296     3356.515160
tic00219210314    11.3758000     0.1114000     3442.471000
tic00219203188     0.2320000     0.0008000     3438.637000
tic00219201178     2.4169962     0.0000072     3440.379373
tic00219183387     9.5486015     0.0000292     3446.639549
tic00219177716     2.4297661     0.0001164     3440.369783
tic00219170666     3.3049067     0.0000063     3438.565333
tic00198076848     2.3336140     0.0000174     3356.191938
tic00198076334     0.3913000     0.0002000     3354.635000
tic00198074271     0.6580775     0.0000028     3354.636219
tic00198051336     0.6418939     0.0000004     3354.691214
tic00198037914     1.4355801     0.0000161     3354.586326
tic00180943676     8.4179423     0.0000979     3446.165604
tic00179371765    43.3098000     0.0181000     3358.427000
tic00179317684     4.2311452     0.0001645     3358.470160
tic00179314875     9.5525879     0.0000498     3357.500167
tic00179203170     5.3487671     0.0000300     3356.836694
tic00179123538     4.0147738   999.0002334     3441.282759
tic00177308817    23.8954039     0.0001163     3387.428665
tic00177308816    23.8954039     0.0001163     3387.428665
tic00177285916     6.4295663     0.0000127     3389.897930
tic00177282795     3.1016000     0.0059000     3388.170000
tic00177241205    24.1393000     0.0530000     3387.950000
tic00177118183     2.5041886     0.0001694     3388.380104
tic00177118177     2.5039612   999.0001565     3388.380104
tic00177038625     4.6688220     0.0000282     3355.894821
tic00177038620     4.6688670     0.0001116     3355.894646
tic00177021252     1.2183718     0.0000187     3355.446593
tic00176984172     4.2489072     0.0000483     3357.782215
tic00176980477    14.9467821     0.0007024     3373.785694
tic00176933858     4.8655639     0.0005939     3357.843428
tic00176933601     9.8672565     0.0006776     3362.935447
tic00176932824     0.7804497     0.0000007     3355.588800
tic00176874062     8.7299525     0.0000255     3362.450739
tic00176871438    15.1243000     0.0102000     3397.222000
tic00176871436    15.1243000     0.0314311     3457.857961
tic00167890999     3.6826549     0.0000170     3356.828918
tic00167815131     3.3825343     0.0000449     3354.609087
tic00167812449     4.2357458     0.0004268     3357.995479
tic00167810285    42.4035000     0.0236000     3361.740000
tic00167795863     6.2126681     0.0000115     3357.130153
tic00167795859     3.1063251     0.0000225     3357.129719
tic00167750686    16.7385196     0.0001391     3360.942897
tic00167750675    16.7385429     0.0000478     3360.940686
tic00167723140     2.9819679     0.0009274     3440.015473
tic00167720788    15.6282000     0.0321000     3440.430000
tic00167719767     1.2121069     0.0000017     3355.248929
tic00167719176     4.4000000     0.0463000     3569.848000
tic00167718833     1.6333942     0.0000045     3355.840611
tic00167692429    10.2639269     0.0007175     3361.375867
tic00167656297     2.2655948     0.0000429     3354.778743
tic00167656210     2.2517951     0.0000074     3356.364870
tic00167651110     7.0013530     0.0000107     3356.846753
tic00167554898     4.4538111     0.0001259     3355.152138
tic00167526485     5.0118337     0.0008408     3354.393478
tic00167525711     0.5882162     0.0000008     3354.576591
tic00167366701     4.4597723     0.0000233     3355.310763
tic00167364787     2.4294301     0.0000140     3357.334278
tic00167339240     2.1843493     0.0000022     3356.042977
tic00167307524     0.6047509     0.0000022     3354.628294
tic00167304569     6.7443000     0.0117000     3360.745000
tic00167304040     5.8191337     0.0000173     3357.168207
tic00167251735    26.5748394     0.0003441     3393.041444
tic00167250523     1.2482826     0.0000020     3355.012813
tic00167201539     9.4686548     0.0001807     3356.958082
tic00167168482    11.0762969     0.0000166     3363.213915
tic00167125054     9.1224388     0.0004317     3363.385625
tic00167125041     9.1229177     0.0006277     3363.392075
tic00167123437     0.7671473     0.0000030     3391.028270
tic00167119317     1.2475463     0.0000442     3359.024688
tic00167089522    13.1878586     0.0000713     3359.375869
tic00167084562     0.9194651     0.0000033     3438.502284
tic00167005326     0.7204128     0.0000053     3468.844509
tic00150513899     1.8849986     0.0000278     3389.663468
tic00150443185     2.5936258     0.0000132     3354.632799
tic00150442264     2.9817102     0.0000422     3356.806112
tic00150437909     1.3574512     0.0000056     3387.190553
tic00150437348     1.3924000     0.0015000     3390.186000
tic00150437346     2.7853323     0.0000435     3492.594535
tic00150432801     1.0540584     0.0000088     3438.722342
tic00150431946    43.8980000   999.0666000     3474.137000
tic00150431384     0.7322719     0.0000071     3355.706432
tic00150430842    15.0740305     0.0000925     3362.543367
tic00150428107     2.2962526     0.0000349     3387.879177
tic00150394446     3.5267337     0.0000327     3355.591905
tic00150390197     2.5390437     0.0000057     3356.382764
tic00150389733     2.4102500     0.0000129     3387.886242
tic00150361911     1.2469198     0.0000036     3356.010927
tic00150357064     2.9786399     0.0000177     3355.243660
tic00150357063     2.9786638     0.0000231     3355.243307
tic00150322593     5.8005754     0.0002642     3447.340904
tic00150322574    17.4443644     0.0000487     3378.972447
tic00150318687     1.3002132     0.0000194     3354.531236
tic00150302131    10.4733460     0.0000174     3360.517307
tic00150301454     7.7600530     0.0000195     3360.077611
tic00150300654     5.4494659     0.0004406     3365.113047
tic00150189422     1.3448145     0.0000065     3354.336431
tic00150145352     1.6131284     0.0000186     3355.391324
tic00150106300     0.9274952     0.0000120     3354.364484
tic00150101799     1.5772873     0.0000515     3354.617435
tic00150101476     3.2785002     0.0001355     3442.418943
tic00150067837     2.5720692     0.0000141     3355.566013
tic00149990841     4.4531779     0.0000654     3359.206107
tic00149987870    14.8061276     0.0000147     3355.323445
tic00149971575     9.2645329     0.0000506     3362.761389
tic00149971074     8.6486022     0.0000304     3362.032655
tic00149630687     7.3365169     0.0000267     3360.673905
tic00149629043     2.1881049     0.0000035     3388.216593
tic00149603524     4.4117301     0.0000868     3356.972605
tic00149601448     0.8870757     0.0000029     3355.992229
tic00149601110     1.3434212     0.0000029     3386.426509
tic00149573659     4.3737084     0.0000138     3469.352941
tic00149572410     1.7200943     0.0000033     3389.243958
tic00149572408     1.7200944     0.0000067     3389.242875
tic00149503323    39.3149000     0.0067000     3358.201000
tic00149498629     3.9063845     0.0000138     3357.793154
tic00149498437     0.5253958     0.0000005     3365.773006
tic00149498157    17.0723089     0.0000226     3356.657807
tic00149473474     1.0948755     0.0000026     3355.409243
tic00149473467     1.0948789     0.0000006     3354.316727
tic00149425265     8.9913894     0.0000909     3356.415312
tic00149389074     2.8814262     0.0000642     3356.057250
tic00149351413     6.1600511     0.0008741     3359.939480
tic00149307625     0.2333000     0.0001000     3354.343000
tic00149253984     4.0334388     0.0000104     3362.026417
tic00149251723     1.1229298     0.0000041     3358.412134
tic00149251720     1.1229283     0.0000007     3355.043957
tic00149251540     2.3299671     0.0000083     3355.896534
tic00149103048     3.4729967     0.0000407     3356.366924
tic00142105158     2.9360644     0.0002272     3357.268464
tic00142084127    22.7351000     0.0369000     3461.154000
tic00141980042     2.3220466     0.0000767     3545.911013
tic00141978095    12.8341968     0.0001843     3365.649539
tic00141977410     2.7231576     0.0000095     3356.920736
tic00141975210     0.7640985     0.0000036     3354.737153
tic00141975207     0.7640951     0.0000035     3469.340943
tic00141974964    38.2186000     0.0837000     3371.909000
tic00141911644    10.0422821     0.0000214     3358.904936
tic00141871740     4.5942137     0.0000420     3357.801480
